Subj,Cat,Sect,"Class
Nbr",Title,Day,Start,End,Bldg/Room,Type,Instructor,Units,Notes,Available
CE,3860,01,95864,"DESIGN OF WATER RESOURCES
SYST",TR,12:10 PM,1:00 PM,ET C255D,LEC,"Petrie,John Eric",3.00,,Closed
CE,3860,02,95865,"DESIGN OF WATER RESOURCES
SYST",R,1:50 PM,4:20 PM,ET C255D,LAB,"Petrie,John Eric",,,Closed
CE,4540L,02,95879,SPEC TOPICS IN CIVIL ENGINEERI,F,11:00 AM,1:30 PM,ET C17,LAB,"Kwan,Wing Shun",1.00,,Open
CE,4600,01,95881,STRUCTURAL MECHANICS II,TR,6:00 PM,7:15 PM,ET A331,LEC,"Rodriguez-Nikl,Tonatiuh",3.00,,Open
CE,4610,01,91848,DESIGN OF STEEL STRUCTURES,TR,4:30 PM,5:45 PM,ET A331,LEC,"Hussain,Saif Mohammed",3.00,,Closed
CE,4620,01,93930,REINFORCED CONCRETE DESIGN I,TR,1:40 PM,2:55 PM,ET A331,LEC,"Park,Jeong Soo",3.00,,Open
CE,4670,01,91849,GEOTECHNICAL ENGR DESIGN I,MW,4:30 PM,5:45 PM,FA 246,LEC,"Kwan,Wing Shun",3.00,,Open
CE,4710,01,91781,HIGHWAY ENGINEERING,MW,12:15 PM,1:30 PM,ET A332,LEC,"Mazari,Mehran",3.00,,Open
CE,4830,01,91782,HYDROLOGY I,TR,10:50 AM,12:05 PM,FA 321,LEC,"Lopez,Sonya Rita",3.00,,Open
CE,4960,01,91783,CIVIL ENGN DESIGN PROJECT 1,TR,6:00 PM,8:30 PM,ET C254,LAB,"Song,Jiansheng",2.00,,Open
CE,4960,02,91784,CIVIL ENGN DESIGN PROJECT 1,TR,6:00 PM,8:30 PM,ET C255D,LAB,"Lum,Howard",2.00,,Closed
CE,4960,03,91785,CIVIL ENGN DESIGN PROJECT 1,TR,6:00 PM,8:30 PM,ET C257,LAB,"Shamma,John E.",2.00,,Closed
CE,5740,01,97285,TRAFFIC FLOW ANALYSIS,W,6:00 PM,8:45 PM,ET A332,LEC,"Hashemian,Hassan",3.00,,Open
CE,5770,01,96407,BRIDGE ENGINEERING,TR,7:25 PM,8:40 PM,ET A226,LEC,,3.00,,Open
CE,5790,01,95894,ENVIRONMENTAL MASS TRANSFER,TR,4:30 PM,5:45 PM,ET A226,LEC,"Khodayari,Arezoo",3.00,,Open
CE,5870,01,95895,HYDRAULICS II,TR,6:00 PM,7:15 PM,ET B108,LEC,"Petrie,John Eric",3.00,,Open
CE,5960,01,91788,COMPREHENSIVE EXAMINATION,F,8:00 AM,6:00 PM,ET A227,SUP,,0.00,Requires application form on CE website.,Open
CHDV,1200,01,92092,INTIM REL,MWF,10:00 AM,10:50 AM,KH D2072,LEC,"Villanueva,Alma Gabriela",3.00,,Closed
CHDV,1200,02,92093,INTIM REL,TR,1:40 PM,2:55 PM,KH C4077,LEC,"Flores,Monica Favela",3.00,,Closed
CHDV,1200,03,95971,INTIM REL,MW,3:05 PM,4:20 PM,KH C4073,LEC,"Torres,Daisy",3.00,,Closed
CHDV,1400,01,92094,LIFESPAN DEV (CONCEPT-ADOL),TR,10:50 AM,12:05 PM,KH LH2,LEC,"Delevi,Rakel",3.00,,Closed
CHDV,1400,02,92095,LIFESPAN DEV (CONCEPT-ADOL),S,8:00 AM,10:45 AM,BIOS 144,LEC,"Park,Christine Suhyun",3.00,,Open
CHDV,1400,03,92530,LIFESPAN DEV (CONCEPT-ADOL),MWF,9:00 AM,9:50 AM,KH B4014,LEC,"Villanueva,Alma Gabriela",3.00,,Closed
CHDV,1400,04,92544,LIFESPAN DEV (CONCEPT-ADOL),MW,4:30 PM,5:45 PM,KH D4044,LEC,"Chicas,Natalie Michelle",3.00,,Closed
CHDV,1400,05,93954,LIFESPAN DEV (CONCEPT-ADOL),TR,9:25 AM,10:40 AM,KH B1007,LEC,"Montes,Zitlali",3.00,,Closed
CHDV,1400,06,95889,LIFESPAN DEV (CONCEPT-ADOL),F,12:00 PM,2:45 PM,KH LH2,LEC,"Vazquez,Leonor E",3.00,,Open
CHDV,1400,07,96064,LIFESPAN DEV (CONCEPT-ADOL),TR,1:40 PM,2:55 PM,SH 246,LEC,"Montes,Zitlali",3.00,,Closed
CHDV,1410,01,92096,ADULTHOOD AND AGING,MWF,11:00 AM,11:50 AM,KH D2072,LEC,"Gutierrez,Marialejandra",3.00,,Open
CHDV,1410,02,92097,ADULTHOOD AND AGING,MW,12:15 PM,1:30 PM,BIOS 334,LEC,"Wallace,Valerie R.",3.00,,Open
CHDV,1410,03,92098,ADULTHOOD AND AGING,TR,9:25 AM,10:40 AM,KH C4073,LEC,,3.00,,Open
CHDV,1410,04,92531,ADULTHOOD AND AGING,TR,8:00 AM,9:15 AM,MUS 110,LEC,"Gutierrez,Marialejandra",3.00,,Open
CHDV,1410,05,94000,ADULTHOOD AND AGING,F,12:00 PM,2:45 PM,KH B3008,LEC,"Calderon,Siouxsie",3.00,,Open
CHDV,1410,06,96066,ADULTHOOD AND AGING,TR,12:15 PM,1:30 PM,SH 236,LEC,"Calderon,Siouxsie",3.00,,Open
CHDV,1410,07,96067,ADULTHOOD AND AGING,TR,4:30 PM,5:45 PM,KH B4017,LEC,,3.00,,Open
CHDV,2000,01,92099,TECHN FOR THE STUDY OF CHILDRE,MW,1:40 PM,2:55 PM,KH D1055,LEC,"Villanueva,Alma Gabriela",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Closed
CHDV,2000,03,92101,TECHN FOR THE STUDY OF CHILDRE,TR,12:15 PM,1:30 PM,SH 265,LEC,"Abbasi,Meredith Barel",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Closed
CHDV,2000,05,94002,TECHN FOR THE STUDY OF CHILDRE,F,4:00 PM,6:45 PM,KH B111,LEC,"Ramirez,Jorge Osvaldo",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Open
CHDV,2000,07,95246,TECHN FOR THE STUDY OF CHILDRE,TR,4:30 PM,5:45 PM,KH B2007,LEC,"Saavedra,Annmarie",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Open
CHDV,2100,01,92103,INFANT DEVELOPMENT,TR,4:35 PM,5:50 PM,KH D1041,LEC,"Abbasi,Meredith Barel",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Closed
CHDV,2100,03,95099,INFANT DEVELOPMENT,TR,10:50 AM,12:05 PM,KH D1055,LEC,"Abbasi,Meredith Barel",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Closed
CHDV,2100,05,96140,INFANT DEVELOPMENT,W,6:00 PM,8:45 PM,SH 357,LEC,"Field,Kelly",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Open
CHDV,2200,01,92113,YOUNG CHILD,T,6:00 PM,8:45 PM,KH C3100,LEC,"Roque,Guadalupe Ivette",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Open
CHDV,2200,03,94004,YOUNG CHILD,W,6:00 PM,8:45 PM,KH C3100,LEC,"Goodrich,James D",3.00,"You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; MMR (measles, mumps, rubella) taken once in your lifetime and Tetanus, Diphtheria, Pertussis (TDAP) taken within 10 years",Open
CHDV,2250,01,92115,ETHNIC IDENTITY,MWF,10:00 AM,10:50 AM,MUS 109,LEC,"Gutierrez,Marialejandra",3.00,,Open
CHDV,2250,02,92492,ETHNIC IDENTITY,M,6:00 PM,8:45 PM,MUS 109,LEC,"May,Araceli",3.00,,Open
CHDV,2250,03,92493,ETHNIC IDENTITY,TR,8:00 AM,9:15 AM,SH 358B,LEC,"Abbasi,Meredith Barel",3.00,,Open
CHDV,2250,04,92538,ETHNIC IDENTITY,TR,12:15 PM,1:30 PM,SH 138,LEC,"Castellanos,Araceli",3.00,,Closed
CHDV,2250,05,94006,ETHNIC IDENTITY,S,8:00 AM,10:45 AM,FA 218,LEC,"Johnson,Ralonda L.",3.00,,Open
CHDV,2310,01,92445,"ADM PRESCHOOL/DAY CARE
PROGRAM",S,8:00 AM,10:45 AM,KH B2014,LEC,"Goodrich,James D",3.00,,Closed
CHDV,3210,01,92116,URBAN FAMILIES AND RESILIENCE,MW,3:05 PM,4:20 PM,SH 184,LEC,"Benavides-Black,Celina Marie",3.00,,Open
CHDV,3210,02,92117,URBAN FAMILIES AND RESILIENCE,T,9:25 AM,10:40 AM,KH B3016,LEC,"Torres,Daisy",3.00,Instruction is partially online.,Open
CHDV,3210,03,92118,URBAN FAMILIES AND RESILIENCE,R,9:25 AM,10:40 AM,KH B3009,LEC,"Torres,Daisy",3.00,Instruction is partially online.,Closed
CHDV,3210,04,92491,URBAN FAMILIES AND RESILIENCE,TR,10:50 AM,12:05 PM,SH 184,LEC,"Morales-Chicas,Jessica",3.00,,Open
CHDV,3210,05,92630,URBAN FAMILIES AND RESILIENCE,S,11:00 AM,1:45 PM,SH 184,LEC,"Estrada,Ingrid Elizabeth",3.00,,Open
CHDV,3210,06,92689,URBAN FAMILIES AND RESILIENCE,MW,12:15 PM,1:30 PM,KH D4044,LEC,"Kouyoumdjian,Claudia",3.00,,Open
CHDV,3210,07,93955,URBAN FAMILIES AND RESILIENCE,TR,4:30 PM,5:45 PM,KH D4057,LEC,"Plummer,Jason Anthony",3.00,,Open
CHDV,3400,01,92119,MIDDLE CHILD AND ADOLESCENCE,MWF,10:00 AM,10:50 AM,KH B2017,LEC,"Park,Christine Suhyun",3.00,,Open
CHDV,3400,02,92120,MIDDLE CHILD AND ADOLESCENCE,MW,4:30 PM,5:45 PM,KH B4015,LEC,"Park,Christine Suhyun",3.00,,Closed
CHDV,3400,03,92350,MIDDLE CHILD AND ADOLESCENCE,TR,12:15 PM,1:30 PM,KH D4044,LEC,"Postlewaite,Elyse L.",3.00,,Open
CHDV,3400,04,92659,MIDDLE CHILD AND ADOLESCENCE,TR,8:00 AM,9:15 AM,KH B3016,LEC,"Dimitracopoulou,Ioanna",3.00,,Closed
CHDV,3400,05,94007,MIDDLE CHILD AND ADOLESCENCE,S,8:00 AM,10:45 AM,KH B111,LEC,,3.00,,Open
CHDV,3420,01,92121,DEVELOPMENT OF SEXUALITY,W,6:00 PM,8:45 PM,KH B2008,LEC,"Vasquez,Ludivina",3.00,,Open
CHDV,3420,02,92532,DEVELOPMENT OF SEXUALITY,TR,4:30 PM,5:45 PM,KH B4015,LEC,"Vasquez,Ludivina",3.00,,Open
CHDV,3430,01,92122,"CHILD AND ADOLESCENT
COGNITION",M,3:05 PM,4:20 PM,KH B3016,LEC,"Ly-Hoang,Kheng",3.00,Instruction is partially online.,Open
CHDV,3430,02,92123,"CHILD AND ADOLESCENT
COGNITION",W,3:05 PM,4:20 PM,KH B3016,LEC,"Ly-Hoang,Kheng",3.00,Instruction is partially online.,Open
CHDV,3430,03,92570,"CHILD AND ADOLESCENT
COGNITION",F,12:00 PM,2:45 PM,KH D2072,LEC,"Lo,Ya-Fen",3.00,,Open
CHDV,3430,04,92625,"CHILD AND ADOLESCENT
COGNITION",MW,12:15 PM,1:30 PM,KH C4070,LEC,"Ly-Hoang,Kheng",3.00,,Open
CHDV,3430,05,92627,"CHILD AND ADOLESCENT
COGNITION",TR,1:40 PM,2:55 PM,SH 237,LEC,"Jung,Matthew",3.00,,Open
CHDV,3430,06,92656,"CHILD AND ADOLESCENT
COGNITION",T,6:00 PM,8:45 PM,KH B3008,LEC,,3.00,,Open
CHDV,3430,07,92684,"CHILD AND ADOLESCENT
COGNITION",S,11:00 AM,1:45 PM,KH B111,LEC,"Goodrich,James D",3.00,,Open
CHDV,3430,08,96225,"CHILD AND ADOLESCENT
COGNITION",TR,9:25 AM,10:40 AM,KH D4044,LEC,"Gutierrez,Marialejandra",3.00,,Closed
CHDV,3440,01,92124,FAM RESOURCE CASE MANAGEMT,MW,4:30 PM,5:45 PM,KH B3008,LEC,,3.00,,Closed
CHDV,3440,02,94010,FAM RESOURCE CASE MANAGEMT,TR,12:15 PM,1:30 PM,KH C4070,LEC,"Moreno,Maria Magdalene",3.00,,Closed
CHDV,3440,03,92351,FAM RESOURCE CASE MANAGEMT,TR,4:30 PM,5:45 PM,KH B3008,LEC,"Moreno,Maria Magdalene",3.00,,Closed
CHDV,3470,01,92125,CULTURE WELLNESS LIFESPAN,MW,4:30 PM,5:45 PM,KH B2008,LEC,"Albarran Moses,Alejandra Sofia",3.00,,Open
CHDV,3480,01,92448,FATHERHOOD & CHILD DEV CYCLE,TR,6:00 PM,7:15 PM,KH D2071,LEC,"Lopez,Edward Michael",3.00,,Open
CHDV,3500,01,92126,"SOCIAL AND EMOTIONAL
DEVELOPME",MW,1:40 PM,2:55 PM,KH B2018,LEC,"Wallace,Valerie R.",3.00,,Closed
CHDV,3500,02,92127,"SOCIAL AND EMOTIONAL
DEVELOPME",MW,6:00 PM,7:15 PM,MUS 113,LEC,"Jung,Matthew",3.00,,Open
CHDV,3500,03,92394,"SOCIAL AND EMOTIONAL
DEVELOPME",TR,10:50 AM,12:05 PM,SH 244,LEC,"Montes,Zitlali",3.00,,Closed
CHDV,3500,04,92395,"SOCIAL AND EMOTIONAL
DEVELOPME",TR,4:30 PM,5:45 PM,KH B4018,LEC,"Michikyan,Minas",3.00,,Open
CHDV,3500,05,92617,"SOCIAL AND EMOTIONAL
DEVELOPME",F,12:00 PM,2:45 PM,KH B2012,LEC,"Dimitracopoulou,Ioanna",3.00,,Open
CHDV,3500,06,95259,"SOCIAL AND EMOTIONAL
DEVELOPME",S,8:00 AM,10:45 AM,KH B2011,LEC,"Dhillon,Manpreet",3.00,,Open
CHDV,3500,07,95387,"SOCIAL AND EMOTIONAL
DEVELOPME",TR,12:15 PM,1:30 PM,KH C2096A,LEC,"Montes,Zitlali",3.00,,Closed
CHDV,3500,08,96239,"SOCIAL AND EMOTIONAL
DEVELOPME",TR,6:00 PM,7:15 PM,PE 120,LEC,"Jung,Matthew",3.00,,Open
CHDV,3500,09,96720,"SOCIAL AND EMOTIONAL
DEVELOPME",TR,12:15 PM,1:30 PM,KH C4073,LEC,"Dhillon,Manpreet",3.00,,Open
CHDV,3730,01,92354,ASIAN AMERICAN FAMILIES,T,9:25 AM,10:40 AM,KH B3019,LEC,"Lo,Ya-Fen",3.00,"Instruction is partially online. Combine with
AAAS 3730 01.",Open
CHDV,3730,02,92355,ASIAN AMERICAN FAMILIES,R,9:25 AM,10:40 AM,KH B3019,LEC,"Lo,Ya-Fen",3.00,"Instruction is partially online. Combine with
AAAS 3730 02.",Open
CHDV,3730,03,94578,ASIAN AMERICAN FAMILIES,MW,12:15 PM,1:30 PM,KH B3010,LEC,"Chiu,Wei Lun Jason",3.00,Combine with AAAS 3730 03,Open
CHDV,3750,01,92128,HEALTH DISPARITIES,MW,1:40 PM,2:55 PM,KH B4012,LEC,"Vega,Amalia Liana",3.00,,Open
CHDV,3750,02,92533,HEALTH DISPARITIES,TR,6:00 PM,7:15 PM,KH D1055,LEC,"McAlpin,Francis",3.00,,Open
CHDV,4120,01,92129,CHILD ABUSE INTERPERS VIOL,S,8:00 AM,10:45 AM,KH LH2,LEC,"Ramirez,Jorge Osvaldo",3.00,,Open
CHDV,4120,02,92545,CHILD ABUSE INTERPERS VIOL,MW,12:15 PM,1:30 PM,KH B4015,LEC,"Malick,Carolyn Devon",3.00,,Closed
CHDV,4120,03,92628,CHILD ABUSE INTERPERS VIOL,TR,9:25 AM,10:40 AM,KH B4016,LEC,"Flores,Monica Favela",3.00,,Closed
CHDV,4120,04,92629,CHILD ABUSE INTERPERS VIOL,TR,1:40 PM,2:55 PM,KH D4044,LEC,"Vazquez,Leonor E",3.00,,Closed
CHDV,4120,05,92690,CHILD ABUSE INTERPERS VIOL,T,6:00 PM,8:45 PM,MUS 110,LEC,"Vazquez,Leonor E",3.00,,Open
CHDV,4120,06,94183,CHILD ABUSE INTERPERS VIOL,MW,4:30 PM,5:45 PM,MUS 109,LEC,,3.00,,Open
CHDV,4120,07,95251,CHILD ABUSE INTERPERS VIOL,S,11:00 AM,1:45 PM,FA 345,LEC,"Ramirez,Jorge Osvaldo",3.00,,Open
CHDV,4240,01,92130,FAMILY TRANSITIONS ON CHILDRN,R,6:00 PM,8:45 PM,MUS 109,LEC,"Taren,Julie Ellen",3.00,,Open
CHDV,4240,02,92446,FAMILY TRANSITIONS ON CHILDRN,MW,12:15 PM,1:30 PM,KH B3008,LEC,"Marbelle,Robin Baerwitz",3.00,,Open
CHDV,4260,01,92397,HOSPITALIZED CHILD,T,6:00 PM,8:45 PM,KH B1018,LEC,"Fingerhut,Deborah S",5.00,You must provide proof of the following vaccinations to the department office: Tuberculosis (TB) current within a year; and pickup list of hospital sites.,Closed
CHDV,4270,01,92131,DISABILITY ACROSS THE LIFESPAN,TR,12:15 PM,1:30 PM,MUS 110,LEC,"Vazquez,Leonor E",3.00,,Open
CHDV,4270,02,96257,DISABILITY ACROSS THE LIFESPAN,W,6:00 PM,8:45 PM,KH B2017,LEC,"Massa,Michael Manuel",3.00,,Open
CHDV,4290,01,92429,FAMILY INTERACTIONS & COMM,M,6:00 PM,8:45 PM,KH B2014,LEC,"Albarran Moses,Alejandra Sofia",3.00,,Closed
CHDV,4300,01,92132,PARENT-CHILD DEVEL OVER FAMILY,M,3:05 PM,4:20 PM,KH B3009,LEC,"Marbelle,Robin Baerwitz",3.00,Instruction is partially online.,Closed
CHDV,4300,02,92133,PARENT-CHILD DEVEL OVER FAMILY,W,3:05 PM,4:20 PM,KH B3009,LEC,"Marbelle,Robin Baerwitz",3.00,Instruction is partially online.,Closed
CHDV,4300,03,92447,PARENT-CHILD DEVEL OVER FAMILY,TR,4:30 PM,5:45 PM,MUS 109,LEC,"Lopez,Edward Michael",3.00,,Open
CHDV,4300,04,92534,PARENT-CHILD DEVEL OVER FAMILY,R,6:00 PM,8:45 PM,KH B2017,LEC,"Vasquez,Leslie Stephanie",3.00,,Closed
CHDV,4300,05,92683,PARENT-CHILD DEVEL OVER FAMILY,MW,6:00 PM,7:15 PM,KH B3018,LEC,"Lopez,Edward Michael",3.00,,Open
CHDV,4360,01,92144,FAMILY STRESS RESILIENCY,MW,1:40 PM,2:55 PM,KH B3008,LEC,"Benavides-Black,Celina Marie",3.00,,Closed
CHDV,4360,02,96258,FAMILY STRESS RESILIENCY,R,6:00 PM,8:45 PM,MUS 118,LEC,"Vartanyan,Jessica",3.00,,Open
CHDV,4440,01,92145,FAMILY LIFE AND PROF ETHICS,TR,10:50 AM,12:05 PM,MUS 108,LEC,"Castellanos,Araceli",3.00,,Closed
CHDV,4440,02,92611,FAMILY LIFE AND PROF ETHICS,S,8:00 AM,10:45 AM,FA 345,LEC,"May,Araceli",3.00,,Open
CHDV,4440,03,95260,FAMILY LIFE AND PROF ETHICS,M,6:00 PM,8:45 PM,KH B111,LEC,"Grant,Judy Roxanne",3.00,,Closed
CHDV,4440,04,96259,FAMILY LIFE AND PROF ETHICS,T,6:00 PM,8:45 PM,KH D2072,LEC,"Delevi,Rakel",3.00,,Open
CHDV,4460,01,92430,THERAPEUTIC PLAY,W,6:00 PM,8:45 PM,FA 347,LEC,"Fingerhut,Deborah S",3.00,,Closed
CHDV,4540L,01,94014,SPECIAL TOPICS CHILD DVLPMNT,TR,1:40 PM,2:55 PM,KH D2074,LEC,"Morales-Chicas,Jessica",3.00,,Open
CHDV,4700,01,92152,FAMILY AND LAW,MW,4:30 PM,5:45 PM,KH C1066,LEC,"Whaley,Nicole Antoinette",3.00,,Open
CHDV,4700,02,94544,FAMILY AND LAW,TR,9:25 AM,10:40 AM,KH B2008,LEC,"Guerrero,Michael Arthur",3.00,,Open
CHDV,4800,01,92153,FAMILY LOSS AND GRIEF,MW,3:05 PM,4:20 PM,MUS 110,LEC,"Villanueva,Alma Gabriela",3.00,,Closed
CHDV,4800,02,96264,FAMILY LOSS AND GRIEF,R,6:00 PM,8:45 PM,KH B3016,LEC,"Flores,Monica Favela",3.00,,Closed
CHDV,4920,01,92155,LANGUAGE DEVELOPMENT,S,8:00 AM,10:45 AM,SH 184,LEC,"Montanari,Simona",3.00,,Open
CHDV,4920,02,92426,LANGUAGE DEVELOPMENT,T,6:00 PM,8:45 PM,KH B2014,LEC,"Carman,Radha",3.00,,Open
CHDV,4920,03,94012,LANGUAGE DEVELOPMENT,W,6:00 PM,8:45 PM,FA 345,LEC,"Feeney,Carissa Anne",3.00,,Open
CHDV,4920,04,92655,LANGUAGE DEVELOPMENT,MW,12:15 PM,1:30 PM,MUS 109,LEC,"Flores,Patricia Arleen",3.00,,Closed
CHDV,4930,01,92157,SECOND LANGUAGE ACQUISITION,MW,1:40 PM,2:55 PM,KH B3016,LEC,"Montanari,Simona",3.00,,Open
CHDV,4930,02,92425,SECOND LANGUAGE ACQUISITION,R,6:00 PM,8:45 PM,KH B3009,LEC,"Flores,Patricia Arleen",3.00,,Open
CHDV,4960,01,92159,SENIOR SEMINAR,MW,3:05 PM,4:20 PM,KH B2012,LEC,"Jung,Matthew",3.00,,Closed
CHDV,4960,02,92162,SENIOR SEMINAR,M,6:00 PM,8:45 PM,KH C3102,LEC,"Marbelle,Robin Baerwitz",3.00,,Closed
CHDV,4960,03,92163,SENIOR SEMINAR,TR,10:50 AM,12:05 PM,ST F912,LEC,"Lo,Ya-Fen",3.00,,Closed
CHDV,4960,04,94013,SENIOR SEMINAR,TR,4:30 PM,5:45 PM,KH B2012,LEC,"Jung,Matthew",3.00,,Closed
CHDV,4960,05,94185,SENIOR SEMINAR,TR,6:00 PM,7:15 PM,MUS 113,LEC,"Michikyan,Minas",3.00,,Open
CHDV,4960,06,96265,SENIOR SEMINAR,TR,9:25 AM,10:40 AM,SH 171,LEC,"Dimitracopoulou,Ioanna",3.00,,Open
CHDV,4960,07,96266,SENIOR SEMINAR,S,11:00 AM,1:45 PM,KH B2011,LEC,"Michikyan,Minas",3.00,,Open
CHDV,5000,01,92344,"ADVANCED DEVELOPMENTAL
SCIENCE",M,6:00 PM,8:45 PM,KH B2019,SEM,"Munger,Ashley L.",3.00,,Open
CHDV,5080,01,92571,RESEARCH METHODS,W,6:00 PM,8:45 PM,KH B1021,SEM,"Morales-Chicas,Jessica",3.00,,Open
CHDV,5100,01,94015,SPECIAL TOPICS,T,6:00 PM,8:45 PM,KH B3012,SEM,"Kouyoumdjian,Claudia",3.00,,Open
CHEM,1010,01,93237,FUNDAMENTALS OF CHEMISTRY,MW,1:40 PM,2:55 PM,BIOS 144,LEC,"Voda,Mircea Razvan",4.00,,Open
CHEM,1010,02,93238,FUNDAMENTALS OF CHEMISTRY,MW,3:05 PM,4:20 PM,BIOS 144,LEC,"Sirimanne,Chatu Thilanthi",4.00,,Open
CHEM,1010,03,93239,FUNDAMENTALS OF CHEMISTRY,TR,9:25 AM,10:40 AM,ASCB 132,LEC,"Stephenson,James F.",4.00,,Open
CHEM,1010,04,93241,FUNDAMENTALS OF CHEMISTRY,M,8:00 AM,10:30 AM,ASCB 261,LAB,"Khandoker,Morshed Monjurul",,,Closed
CHEM,1010,05,93242,FUNDAMENTALS OF CHEMISTRY,M,10:55 AM,1:25 PM,ASCB 261,LAB,"Choi,Henry",,,Closed
CHEM,1010,06,93243,FUNDAMENTALS OF CHEMISTRY,M,1:50 PM,4:20 PM,ASCB 261,LAB,"Godinez,Carlos",,,Open
CHEM,1010,07,93244,FUNDAMENTALS OF CHEMISTRY,M,6:00 PM,8:30 PM,ASCB 261,LAB,"Stephenson,James F.",,,Closed
CHEM,1010,08,93245,FUNDAMENTALS OF CHEMISTRY,T,8:00 AM,10:30 AM,ASCB 261,LAB,"Salameh,Mohammad Mustafa",,,Open
CHEM,1010,09,93246,FUNDAMENTALS OF CHEMISTRY,T,10:55 AM,1:25 PM,ASCB 261,LAB,"Voda,Mircea Razvan",,,Closed
CHEM,1010,10,93605,FUNDAMENTALS OF CHEMISTRY,T,1:50 PM,4:20 PM,ASCB 261,LAB,"Stephenson,James F.",,,Closed
CHEM,1010,11,93639,FUNDAMENTALS OF CHEMISTRY,T,6:00 PM,8:30 PM,ASCB 261,LAB,"Khandoker,Morshed Monjurul",,,Open
CHEM,1010,12,93640,FUNDAMENTALS OF CHEMISTRY,W,8:00 AM,10:30 AM,ASCB 261,LAB,"Molina,Claudia Lorena",,,Open
CHEM,1010,13,93641,FUNDAMENTALS OF CHEMISTRY,W,10:55 AM,1:25 PM,ASCB 261,LAB,"Bychinskaya,Inessa",,,Open
CHEM,1010,14,93813,FUNDAMENTALS OF CHEMISTRY,W,1:50 PM,4:20 PM,ASCB 261,LAB,"Darbinian,Manan",,,Open
CHEM,1010,15,93814,FUNDAMENTALS OF CHEMISTRY,W,6:00 PM,8:30 PM,ASCB 261,LAB,"Darbinian,Manan",,,Open
CHEM,1010,16,93815,FUNDAMENTALS OF CHEMISTRY,R,8:00 AM,10:30 AM,ASCB 261,LAB,"Jeong,Myeong-Ho Iesou",,,Open
CHEM,1010,17,93816,FUNDAMENTALS OF CHEMISTRY,R,10:55 AM,1:25 PM,ASCB 261,LAB,"Voda,Mircea Razvan",,,Open
CHEM,1010,18,95178,FUNDAMENTALS OF CHEMISTRY,R,1:50 PM,4:20 PM,ASCB 261,LAB,"Darbinian,Manan",,,Open
CHEM,1010,19,95179,FUNDAMENTALS OF CHEMISTRY,R,6:00 PM,8:30 PM,ASCB 261,LAB,"Klavetter,Boonta",,,Open
CHEM,1010,20,95180,FUNDAMENTALS OF CHEMISTRY,F,8:00 AM,10:30 AM,ASCB 261,LAB,"Klavetter,Boonta",,,Open
CHEM,1010,21,95181,FUNDAMENTALS OF CHEMISTRY,F,10:55 AM,1:25 PM,ASCB 261,LAB,"Klavetter,Boonta",,,Open
CHEM,1010,22,95676,FUNDAMENTALS OF CHEMISTRY,S,8:00 AM,10:30 AM,ASCB 261,LAB,"Shweikeh,Jamal",,,Open
CHEM,1020,01,93247,"FUNDAMENTALS ORGANIC
CHEMISTRY",MW,4:30 PM,5:45 PM,SH 141,LEC,"Zhang,Dong",4.00,,Open
CHEM,1020,02,93248,"FUNDAMENTALS ORGANIC
CHEMISTRY",M,10:55 AM,1:25 PM,ASCB 244,LAB,"Zhang,Dong",,,Open
CHEM,1020,03,93249,"FUNDAMENTALS ORGANIC
CHEMISTRY",M,6:00 PM,8:30 PM,ASCB 244,LAB,"Zhang,Dong",,,Open
CHEM,1020,04,93250,"FUNDAMENTALS ORGANIC
CHEMISTRY",W,10:55 AM,1:25 PM,ASCB 244,LAB,"Zhang,Dong",,,Open
CHEM,1020,05,95321,"FUNDAMENTALS ORGANIC
CHEMISTRY",W,6:00 PM,8:30 PM,ASCB 244,LAB,"Zhang,Dong",,,Open
